Amb_temp,Wind_speed,Yaw_direction,Rotor_rpm,Generator_rpm,Blade_angle_ref,Blade_angle_a,Blade_angle_b,Blade_angle_c,Blade_pres,Active_power,Reactive_power,Available_power
6,20.28,298,10.2,1199.9,30.1,30.1,30.2,30.1,213,2384,132,2513
6,23.41,298,9.9,1193.8,30.1,30.1,30.2,30.1,213,2384,129,2511
6,23.41,298,9.9,1193.8,30.1,30.1,30.1,30.1,213,2467,129,2511
6,21.37,298,10.3,1270.2,30,30.4,30.1,30.1,212,2467,135,2511
6,21.37,298,10.8,1270.2,30,30.4,30.5,30.4,212,2568,135,2511
6,21.37,298,10.8,1270.2,30.6,30.7,30.7,30.6,211,2568,129,2511
6,19.94,298,10.6,1269.2,30.6,30.7,30.7,30.6,211,2613,129,2507
6,19.94,298,10.6,1269.2,30.6,30.7,30.7,30.6,211,2613,118,2507
6,19.85,298,10.4,1278.3,30.6,30.6,30.7,30.6,210,2620,118,2507
6,25.62,298,10.4,1278.3,30.6,30.6,30.6,30.6,210,2572,114,2506
6,25.62,298,10.6,1253.5,30.6,30.6,30.7,30.7,209,2572,112,2506
6,25.33,298,10.6,1253.5,30.6,30.6,30.7,30.7,209,2486,112,2504
6,25.33,298,10.6,1229.6,30.4,30.4,30.4,30.4,209,2466,102,2504
6,24.09,298,10.3,1229.6,30.6,30.4,30.5,30.4,208,2466,102,2504
6,24.09,298,10.3,1228.1,30.4,30.4,30.5,30.4,208,2535,102,2504
6,24.09,298,10.3,1228.1,30.4,30.4,30.5,30.4,208,2474,105,2504
6,25.86,298,10.1,1231.6,30.2,30.2,30.2,30.2,208,2474,105,2504
6,25.86,298,10.3,1231.6,30.2,30.3,30.3,30.2,207,2456,108,2504
6,23.98,298,10.3,1191.3,29.8,29.8,29.8,29.8,207,2456,112,2504
5,22.12,298,10.1,1270.4,29.8,29.8,29.8,29.8,207,2440,112,2504
5,22.12,298,10.5,1270.4,29.6,29.9,29.6,30,205,2668,112,2504
5,23.36,298,10.5,1270.4,30.6,31.8,30.7,30,205,2668,112,2504
5,27.03,298,11.8,1436,30.6,31.8,30.7,31.8,205,2798,106,2461
5,33.36,298,11.8,1436,30.6,31.8,30.7,31.8,203,2866,72,2461
5,33.36,298,12.2,1463.1,31.7,32.8,31.8,32.8,203,2866,72,2461
5,33.36,298.2,12.2,1463.1,31.7,33.5,33.4,32.8,202,2866,72,2461
6,34.35,298.2,11.9,1434.1,34,33.5,34.4,34,202,2681,72,2170
6,34.35,298.2,12.1,1434.1,34,34.5,34.4,34.4,201,2681,58,1988
5,25.55,298.2,12.1,1370.2,35.1,35.2,35.1,34.4,201,2677,73,1988
5,25.55,298.2,11.1,1370.2,35.1,35.2,35.1,35.8,200,2677,73,1988
5,28.94,298.2,11.1,1212.5,36.5,35.2,36.5,35.8,200,1958,73,1916
5,28.94,298.2,10.3,1212.5,36.5,36.5,36.5,36.4,200,1958,102,1916
5,29.71,298.2,10.4,1216.4,36.5,36.7,36.5,36.4,199,2214,116,1827
5,29.71,298.2,10.4,1216.4,36.5,37,37.1,37,199,2214,116,1744
5,31.14,298.2,10,1144.7,37.1,37,37.1,37,198,2214,128,1744
5,31.14,298.2,9.5,1144.7,37.1,37,37.1,37.1,198,1942,126,1744
5,23.16,298.2,9.4,1144.7,37.1,37,37,37,198,1942,135,1785
5,23.16,298.2,9.4,1111.1,37,37.2,37,37,198,1803,135,1682
5,25.95,298.2,9.3,1083.6,37.2,37.2,37.2,37.1,197,1803,145,1682
5,25.95,298.2,9.3,1110.1,37.2,37.4,37.2,37.4,197,1729,145,1744
5,21.59,298.2,9.2,1110.1,37.6,37.4,37.3,37.4,197,2019,144,1744
5,26.03,298.2,9.6,1110.1,37.6,38.4,37.3,37.8,197,2019,144,1744
5,26.85,298.2,9.9,1157.9,37.6,38.4,37.8,37.8,197,2019,131,1744
5,26.85,298.2,9.9,1184.8,38.6,38.9,38.9,38.4,196,1878,131,1641
5,30.03,298.2,9.7,1184.8,38.9,38.9,39,39,196,1690,129,1641
5,30.03,298.2,9.7,1126,38.9,39.8,39,39,195,1690,178,1641
5,29.18,298.2,9.4,1084.1,39.4,39.8,40.2,39,195,1824,178,1518
5,29.18,298.2,9.4,1084.1,40.2,39.8,40.2,40.3,195,1824,210,1518
5,33.38,298.2,9.1,1084.1,40.2,40.5,40.2,40.3,194,1824,210,1539
5,33.38,298.2,9.1,1092.6,40.5,40.5,40.6,40.5,194,1736,223,1539
5,30.79,298.2,9.4,1092.6,40.5,40.5,40.6,40.5,194,1736,225,1539
5,26.19,298.2,9.4,1067.4,40.7,40.7,40.8,40.8,194,1651,225,1559
5,26.19,298.2,9,1079.6,40.7,41.1,41,40.8,193,1651,201,1579
5,26.19,298.2,8.8,1079.6,40.9,41.1,41,41,193,1645,201,1579
5,26.19,298.2,8.8,1045.2,40.9,40.9,41,41,193,1620,173,1579
5,26.19,298.2,8.4,1045.2,40.9,40.8,41,41,193,1620,173,1621
5,26.19,298.2,8.5,1003.6,40.8,40.8,40.7,40.7,193,1633,169,1621
5,26.17,298.2,8.5,1003.6,40.8,40.8,40.7,40.7,192,1633,158,1579
5,26.17,298.2,8.2,981.5,40.6,40.8,40.7,40.7,192,1553,158,1579
5,28.06,298.2,8.2,958.1,40.6,40.3,40.5,40.7,192,1553,152,1641
5,28.06,298.2,8,958.1,40.3,40.3,40.5,40.4,191,1501,152,1641
5,27.97,298.2,8,958.1,40.1,40.2,40.2,40.4,191,1501,162,1641
5,27.97,298.2,8.3,958.1,40.1,40.2,40.2,40.2,191,1471,162,1724
5,28.9,298.2,8.3,995.2,39.8,40,39.9,40,191,1471,162,1724
5,28.9,299.5,8.2,964.7,39.8,40,39.9,40,191,1504,162,1744
5,26.89,299.5,8.2,964.7,39.8,39.8,39.9,39.8,191,1504,158,1744
5,26.89,300.1,8.2,964.8,39.8,39.8,39.9,39.8,190,1504,158,1703
5,28.76,300.5,8,964.8,39.7,39.8,39.6,39.8,197,1474,165,1703
5,28.35,301,8,984,39.7,39.6,39.6,39.8,199,1538,171,1682
5,28.35,301,8.5,984,39.7,39.9,39.9,39.8,200,1563,171,1682
5,29.58,302.2,8.5,1027.8,39.7,39.9,39.9,39.8,200,1563,171,1682
5,29.58,302.2,8.9,1027.8,40,39.9,40,39.8,202,1726,169,1662
5,33.35,302.2,8.8,1052.9,40.2,40.2,40,40,206,1726,169,1662
5,33.35,303.5,8.8,1043.6,40.1,40.1,40.2,40,206,1637,159,1662
5,25.51,303.5,8.8,1043.6,40.1,40.1,40.2,40,209,1725,159,1711
5,25.51,305.4,8.8,1032,40,40.1,40.1,40.1,209,1749,161,1711
5,25.51,305.4,8.7,1032,40,40,40.1,40,212,1749,161,1711
5,25.45,306.2,8.7,1013,40,40,40.1,39.8,215,1570,167,1689
5,25.45,306.7,8.7,1013,39.8,40,39.8,39.8,219,1570,164,1666
5,25.45,308.9,8.5,1023.8,39.6,39.4,39.5,39.4,219,1550,164,1648
5,27.85,308.9,8.5,1023.8,39.6,39.4,39.5,39.4,219,1550,161,1648
5,29.28,309.6,8.7,1023.8,39.6,39.5,39.7,39.5,219,1676,161,1648
5,29.28,310.2,8.5,1033.1,39.4,39.5,39.4,39.5,219,1676,162,1629
5,29.28,311.4,8.5,1033.1,39.4,39.1,39.4,39.5,219,1474,162,1629
5,29.28,311.4,8.5,1044.7,39.4,39.1,39.4,39.2,219,1474,162,1629
5,28.08,312.6,8.5,1020.8,38.9,39.2,39.4,39.2,219,1474,174,1598
5,23.96,312.6,8.4,999.2,38.9,39.2,38.8,39.2,219,1517,174,1598
5,23.96,314.8,8.4,999.2,38.7,38.7,38.8,38.3,210,1437,179,1584
5,26.63,314.8,8.3,1003.1,38.3,38.7,38.4,38.3,210,1437,179,1584
5,26.63,314.8,8.3,1003.1,38.3,38.3,38.3,38.3,209,1452,179,1584
5,24.33,315.4,8.4,990.8,38.3,38.3,38.3,38.3,209,1452,177,1575
5,24.33,315.4,8.5,990.8,37.9,37.9,37.8,37.7,209,1395,177,1575
5,26.68,315.4,8.2,973.4,37.7,37.4,37.8,37.7,209,1395,213,1566
5,26.68,315.4,8.2,973.4,37.7,37.4,37.8,37.4,208,1405,213,1566
5,21.93,315.4,8.1,969.8,37.3,37.4,37.4,37.4,208,1337,232,1566
5,20.39,315.4,8.1,969.8,37.3,36.8,37.4,36.7,208,1379,253,1561
5,17.61,315.4,8.4,1000.7,36.4,36.8,36.4,36.3,208,1369,253,1561
5,17.61,315.4,8.4,1000.7,36.4,36.8,36.4,36.4,208,1369,250,1561
5,21.88,315.4,8.4,1000.7,36.4,36.8,36.4,35.9,208,1463,250,1561
5,21.88,315.4,8.5,1015.1,36.4,35.8,36.4,35.7,204,1406,253,1561
5,22.82,315.4,8.5,1015.1,35.4,35.8,35.4,35.4,204,1429,254,1561
5,22.82,315.4,8.7,1032.4,35.4,35.3,35.3,35.3,203,1429,250,1564
5,24.1,315.4,8.6,1032.4,35.4,35,35,34.8,203,1362,249,1564
5,24.1,315.4,8.8,1043.8,35.4,34.9,35,34.8,203,1391,252,1564
5,24.1,315.4,8.8,1058,34.5,34.5,34.5,34.8,202,1391,252,1564
5,24.1,315.4,8.8,1058,34.5,34.3,34.5,34.8,202,1471,244,1564
5,24.68,315.4,8.8,1032.9,34.5,33.9,34.3,33.9,202,1471,216,1564
5,20.43,315.4,8.7,1032.9,34.5,33.3,33.3,33.3,200,1370,216,1564
5,20.43,315.4,8.7,1032.9,34.5,33.3,33.3,33.3,200,1381,198,1564
5,22.95,315.4,8.7,1055.4,32.6,32.6,32.7,32.6,200,1381,198,1564
5,22.18,315.4,8.7,1079.4,32.6,32.6,32.7,32.6,200,1381,195,1600
5,22.18,315.4,9.4,1079.4,32.6,32.7,32.7,32.6,200,1534,191,1614
5,21.34,315.4,9.2,1106.2,32.6,32.7,32.6,32.6,199,1576,191,1614
5,21.34,315.4,9.2,1119.2,32.6,32.4,32.6,32.6,199,1576,185,1631
5,22.89,315.4,9.5,1119.2,32.5,32.4,32.4,32.3,199,1576,185,1631
5,22.89,315.4,9.5,1110.5,32.5,32.4,32.4,32.3,198,1540,180,1631
5,24.4,315.4,9.3,1111.5,32.1,32.4,31.9,32,198,1572,176,1646
5,24.4,315.4,9.5,1111.5,31.8,32,31.9,31.8,198,1572,176,1646
5,20.47,315.4,9.5,1110.5,31.8,31.3,31.9,31.8,198,1572,187,1684
5,20.47,315.4,9.4,1110.5,31.4,31.3,31.9,31.3,196,1591,187,1684
5,20.47,315.4,9.4,1122.8,30.4,31,31,30.4,196,1591,190,1684
5,20.22,315.4,9.5,1122.8,30.4,30.2,30.3,30.4,196,1580,178,1726
5,20.58,315.4,9.5,1132.1,29.8,30.2,30.3,29.8,195,1521,178,1726
5,20.58,315.4,9.6,1156.8,29.8,29.8,29.9,29.8,195,1521,177,1726
5,20.58,315.4,9.6,1156.8,29.5,29.8,29.6,29.5,195,1578,177,1752
5,21.38,315.4,9.7,1165.4,29.5,29.5,29.6,29.5,195,1693,177,1752
5,21.38,315.4,9.8,1181.2,29.5,29.5,29.3,29.3,195,1681,177,1752
5,21.38,315.4,9.8,1181.2,29.5,29.5,29.3,29.1,195,1681,181,1778
5,23.96,315.4,10.4,1211.7,29,29.5,29,29,195,1752,181,1802
5,23.96,315.4,10.4,1206.3,29,28.8,29,29,195,1737,168,1802
5,21.95,315.4,10.1,1216.3,28.7,28.8,28.7,28.6,195,1737,168,1833
5,21.95,315.4,10.1,1222.1,28.7,28.5,28.7,28.6,195,1772,177,1833
5,25.25,315.4,10.3,1222.1,28.5,28.5,28.3,28.5,195,1770,177,1860
5,24.11,315.4,10.4,1236.5,28.5,28.2,28.3,28.2,192,1818,173,1860
5,24.11,315.4,10.4,1236.5,28.1,27.8,27.8,27.8,192,1818,173,1886
5,18.69,315.4,10.4,1241.1,28.1,27.8,27.8,27.8,192,1805,173,1886
5,22.37,315.4,10.2,1241.1,27.4,27.8,27.6,27.8,192,1805,171,1919
5,22.37,315.4,10.4,1232.4,27.4,27.3,27.6,27.3,191,1778,174,1919
5,20.95,315.4,10.5,1251.3,27,27.1,27.1,27.3,191,1831,174,1951
5,22.82,315.4,10.5,1251.3,27,27.1,27.1,27.1,191,1836,174,1951
5,22.82,315.4,10.5,1258.7,26.7,27.1,26.9,26.9,191,1838,175,1951
5,22.82,315.4,10.5,1258.7,26.7,27.1,26.9,26.6,191,1838,174,1951
5,22.56,315.4,10.8,1288.5,26.6,27.1,26.9,26.6,196,1838,174,1951
5,22.56,315.4,10.8,1294.6,26.6,26.7,26.9,26.6,196,1838,170,1951
5,21.55,315.4,11,1331.9,26.8,26.7,26.7,26.7,201,2060,170,2049
5,21.55,315.4,11.3,1353,26.8,26.7,26.7,26.7,203,2060,170,2049
5,22.16,315.4,11.3,1353,26.8,26.9,26.7,26.9,209,2060,160,2049
5,22.16,315.4,11.3,1353,26.8,26.8,26.7,26.8,209,2059,160,2049
5,23.42,315.4,11.1,1336.5,26.8,26.8,26.7,26.8,209,2059,153,2109
5,21.24,315.4,11.1,1336.5,26.5,26.3,26.7,26.2,209,2059,153,2138
5,20.22,315.4,10.8,1297.5,26.5,26.3,25.9,26.2,215,2077,158,2138
5,20.22,315.4,10.8,1297.5,25.9,25.8,25.9,25.7,215,2077,158,2167
5,18.27,315.4,10.7,1297.5,25.7,25.8,25.5,25.7,219,2077,160,2167
5,21.61,315.4,10.7,1301.1,25.7,25.4,25.5,25.5,215,2120,162,2199
5,21.61,315.4,11.1,1301.1,25.5,25.4,25.5,25.5,215,2191,162,2199
5,22.91,315.4,11.1,1334.3,25.5,25.4,25.9,26.3,213,2191,162,2199
5,22.43,315.4,11.4,1364.9,25.5,25.4,25.9,26.3,212,2401,162,2231
5,22.43,315.4,11.7,1402.7,26.8,25.4,26.4,26.7,211,2401,152,2231
5,22.43,315.4,11.7,1408.6,26.8,26.9,26.8,27,211,2401,144,2260
5,23.87,315.4,11.6,1408.6,27,27,26.8,27,211,2407,144,2283
5,24.22,315.4,11.7,1392.8,27,27,27.1,27,210,2407,144,2283
5,24.22,315.4,11.7,1392.8,27,27,27.1,27,210,2407,139,2304
5,24.22,315.4,11.7,1392.8,27,27.1,27.1,27,210,2389,144,2304
5,23.05,315.4,11.5,1391.6,27,27.1,27.1,27.1,209,2389,144,2324
5,22.99,315.4,11.4,1369.1,27,27,27.1,26.9,209,2327,143,2324
5,22.99,315.4,11.4,1362,26.9,27,26.9,26.9,209,2327,143,2324
5,24.46,315.4,11.4,1362,26.9,27,26.9,26.9,209,2375,148,2324
5,23.49,315.4,11.4,1362,26.9,27,26.9,26.9,208,2375,142,2324
5,23.49,315.4,11.4,1364.9,26.9,26.7,26.6,26.6,208,2290,142,2324
5,19.69,315.4,11.4,1364.9,26.6,26.7,26.6,26.6,208,2290,146,2324
5,19.69,315.4,11.4,1364.9,26.6,26.4,26.4,26.4,207,2328,146,2324
5,19.69,314.7,11.5,1364.9,26.3,26.3,26.4,26.3,207,2346,162,2387
5,19.85,314.7,11.5,1394.7,26.3,26.3,26.3,26.3,207,2346,162,2409
5,23.22,313.3,11.9,1427.3,26.3,26.7,26.9,26.7,206,2452,151,2409
5,23.22,313.3,11.9,1427.3,26.9,26.7,26.9,26.7,206,2515,151,2409
5,23.69,312,11.8,1443,26.9,27,26.9,26.9,206,2515,145,2428
5,23.69,312,12,1443,27.1,27,27.2,27.2,205,2512,145,2428
5,23.22,311.3,12,1439.5,27.1,27.1,27.2,27.2,205,2546,158,2445
5,23.22,311.3,11.8,1439.5,27.2,27.1,27.2,27.2,205,2509,147,2445
5,25.17,311.3,11.8,1425.6,27.4,27.4,27.4,27.4,204,2509,147,2462
5,25.17,311.3,11.9,1430.7,27.4,27.6,27.6,27.4,204,2509,147,2462
5,25.13,311.3,11.9,1381.3,27.6,27.6,27.6,27.3,204,2524,153,2462
5,26.28,311.3,11.8,1381.3,27.2,27.2,27.2,27.3,204,2524,153,2487
5,26.28,311.3,11.8,1355.7,27.2,27.2,27.2,27.2,203,2521,155,2487
5,23.73,311.3,11.2,1355.7,27.2,27.1,27.1,27.1,203,2521,158,2503
5,23.73,311.3,11.2,1355.7,27.1,27,27.1,27.1,203,2465,158,2503
5,25.11,311.3,11.4,1360.2,27.1,27,27,27,203,2465,165,2517
5,25.11,311.3,11.1,1360.2,27.1,26.7,27.2,27,203,2506,153,2517
5,23.69,311.3,11.1,1360.2,26.9,26.7,26.7,27,203,2506,153,2517
5,23.69,311.3,11.1,1360.2,26.9,26.7,26.7,26.7,203,2506,153,2547
5,23.87,311.3,11.3,1361.6,26.6,26.7,26.7,26.7,201,2517,159,2547
5,19.46,311.3,11.4,1362.3,26.6,26.7,26.7,26.4,201,2517,159,2547
5,19.46,311.1,11.5,1362.3,26.5,26.4,26.7,26.4,201,2528,158,2562
5,20,311.1,11.5,1378.6,26.5,26.4,26.4,26.4,200,2545,158,2562
5,20,311,11.5,1378.6,26.5,26.4,26.4,26.4,200,2545,156,2576
5,22.34,311,11.5,1399.1,26.5,26.4,26.4,26.4,200,2616,156,2576
5,22.34,311,11.7,1399.1,26.5,26.5,26.6,26.5,200,2616,156,2576
5,25.74,311,11.9,1395.7,26.5,26.5,26.6,26.5,200,2551,156,2593
5,25.74,311,11.9,1409,26.4,26.5,26.6,26.4,199,2636,156,2593
5,26,311,11.7,1409,26.5,26.5,26.5,26.4,199,2636,162,2606
5,26,311,11.7,1400.3,26.5,26.5,26.3,26.4,199,2622,162,2606
5,26,311,11.7,1400.3,26.2,26.1,26.3,26.3,199,2622,162,2620
5,22.47,311,11.5,1393.1,26,26.1,26.1,26.3,198,2553,164,2620
5,22.47,311,11.5,1393.1,26,25.8,26.1,25.8,198,2553,164,2620
5,24.31,311,11.6,1373.9,25.5,25.6,25.9,25.6,198,2543,174,2652
5,24.38,311,11.5,1385,25.3,25.4,25.6,25.6,198,2543,182,2652
5,24.38,311,11.5,1397.5,25.3,25.3,25.6,25.3,197,2618,179,2669
5,24.38,311,11.5,1397.5,25.3,25.3,25.6,25.2,197,2618,179,2669
5,23.45,311,11.5,1416.5,25.3,25.3,25.1,25.2,197,2618,183,2669
5,23.45,311,11.9,1416.5,25.3,25.3,25.3,25.3,197,2647,183,2669
5,25.27,311,11.9,1423.1,25.1,25.3,25.3,25,197,2647,183,2705
5,22.88,311,11.9,1423.1,25.1,25,25.1,25,196,2715,181,2705
5,22.88,311,11.9,1430.7,24.9,25,25.1,25,196,2719,181,2705
5,24.38,311,11.9,1445.8,25,25,24.9,24.9,196,2719,184,2723
5,24.38,311,12.4,1460.7,25.1,25,24.9,25,196,2781,184,2723
5,25.16,311,12.4,1460.7,25.1,25,25.1,25,195,2781,182,2740
5,25.16,311,12.2,1460.7,25.1,25,25.1,25.1,195,2754,188,2740
5,25.25,311,12.2,1468.1,25.1,25.1,25.1,25.1,195,2754,188,2770
5,25.03,311,12.2,1472.1,25.1,25.1,25.1,25.1,195,2754,191,2770
5,25.03,311,12.4,1472.1,25,25.1,25.1,25,195,2754,198,2770
5,25.03,311,12.3,1472.1,25,25,24.8,25,195,2750,198,2770
5,25.13,311,12.3,1462.2,25,25,24.8,24.5,194,2805,198,2770
5,25.13,311,12.2,1427.8,24.5,24.5,24.8,24.5,194,2805,193,2788
5,23.38,311,11.9,1427.8,24.5,24.5,24.3,24.5,194,2746,193,2788
5,23.38,311,11.9,1434.9,24.5,24.4,24.3,24.3,194,2881,208,2804
5,25.2,311,11.9,1434.9,25,24.4,24.3,24.9,194,2881,208,2804
5,25.2,311,12.6,1504.3,25,24.4,24.4,24.9,194,2881,197,2804
5,24.92,311,12.6,1504.3,25,24.9,24.9,25.5,193,3015,188,2822
5,24.92,311,12.7,1504.3,25.5,25.5,25.5,25.5,193,3015,188,2822
5,26.91,311,12.6,1511,25.9,25.5,25.5,25.9,193,2981,188,2822
5,24.86,311,12.6,1505.1,25.9,25.9,25.9,25.9,193,2981,182,2836
5,24.86,311,12.9,1509.9,26.3,26.3,26.4,26.3,192,3042,180,2836
5,24.86,311,12.9,1509.9,26.3,26.3,26.4,26.3,192,3042,180,2836
5,24.86,311,11.9,1445.9,26.2,26.2,26.4,26.3,192,2933,191,2836
5,24.86,311,11.9,1445.9,26.2,26.2,26.4,26.3,192,2978,199,2836
5,24.86,311,11.9,1419.2,26.2,26.2,26.4,26.1,192,2978,199,2860
5,22.96,311,12.1,1424.2,26.1,26.2,26.4,26.1,192,2933,208,2860
5,21.59,311,12.1,1424.2,26.2,26.2,26.4,26.1,192,2933,208,2860
5,21.59,311,12.2,1424.2,26.2,26.5,26.4,26.5,192,2933,208,2860
5,21.59,311,12.2,1445.6,26.5,26.5,26.5,26.6,192,3055,213,2873
5,25.27,311,12.4,1445.6,26.5,26.5,26.6,26.6,192,2925,216,2873
5,27.51,311,12.4,1445.6,26.5,26.7,26.8,26.7,192,2878,210,2873
5,25.27,311,12.1,1465.1,26.7,26.7,26.8,26.7,192,2906,210,2883
5,25.27,311,12.3,1465.1,26.6,26.8,26.8,26.7,192,2906,221,2887
5,26.64,311,12.3,1494.9,26.6,26.8,27,26.8,192,2906,221,2887
5,26.64,311,12.8,1494.9,27,27,27,26.8,200,3012,221,2887
5,26.78,311,12.8,1494.9,27,27.2,27.2,27.2,200,3012,221,2889
5,26.78,311,12.3,1478.1,27,27.2,27.2,27.2,200,2964,221,2889
5,24.21,311,12.3,1478.1,27.3,27.2,27.2,27.2,201,2982,221,2890
5,24.21,311,12.3,1460.8,27.3,27.2,27.3,27.2,207,2982,221,2892
5,26.5,311,12.5,1460.8,27.3,27.2,27.3,27.2,210,2982,213,2892
5,26.5,311,12,1447.7,27.1,27,27,26.8,210,2935,213,2892
5,26.5,311,12,1428.7,27.1,27,27,26.8,214,2935,227,2892
5,24.18,311,12,1428.7,26.8,26.8,26.8,26.8,214,2840,227,2892
5,24.1,311,12,1411.4,26.8,26.8,26.9,26.8,218,2789,238,2899
5,24.1,311,12,1411.4,26.5,26.4,26.5,26.4,218,2789,238,2899
5,24.1,311,11.8,1416.6,26.5,26.4,26.5,26.4,219,2795,245,2899
5,24.1,311,11.8,1425.8,26.5,26.4,26.4,26.4,219,2897,245,2899
5,24.73,311,11.9,1435.5,26.4,26.4,26.4,26.3,216,2897,245,2904
5,24.73,311,11.9,1435.5,26.4,26.4,26.3,26.3,215,2897,242,2904
5,26.31,311,11.9,1437,26.2,26.3,26.3,26.2,214,2821,242,2904
5,26.31,311,11.9,1454.6,26.2,26.3,26.3,26.2,214,2821,246,2904
5,24.64,311,11.9,1454.6,26.2,26.1,26.1,26.2,214,2879,246,2904
5,24.64,311,12.2,1476.6,26.4,26.4,26.1,26.2,213,2879,252,2914
5,24.7,311,12.2,1476.6,26.4,26.4,26.4,26.4,213,3010,252,2914
5,24.84,311,12.4,1455.2,26.4,26.4,26.4,26.5,212,3010,252,2914
5,24.84,311,12.4,1455.2,26.4,26,26.4,26,212,2874,250,2914
5,24.84,311,11.9,1414,26,25.8,25.9,26,212,2874,250,2924
